player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Justin Wodtly,123586,ED,ARIZONA ST,12,2,0,110,68.0,6,11,241,98.1,9.1,22,3,6.4,7,263,258,24,1,72.1,6,5,89,100.0,15.7,14,11.8,5,93,93,16
Luis Medina,123715,DI,TROY,14,0,0,318,58.1,2,5,158,99.4,3.2,5,2,3.5,2,168,167,9,0,57.5,0,1,38,100.0,0.0,0,6.6,2,41,41,3
Cam Williams,123730,ED,MICH STATE,12,1,0,223,69.9,1,5,77,76.0,14.3,11,0,6.5,2,104,79,8,0,71.6,1,3,27,90.0,25.9,7,11.1,1,30,27,5
Josh Celiscar,123738,DI,USF,13,2,1,327,65.5,5,10,268,100.0,6.3,17,3,3.9,3,286,286,18,1,70.4,3,5,74,100.0,12.2,9,8.1,2,78,78,10
Kervins Choute,123739,DI,UCONN,12,0,0,146,60.7,1,3,108,98.2,5.6,6,0,1.9,0,112,110,4,0,58.1,0,2,47,97.9,6.4,3,2.1,0,48,47,2
Jaiden Francois,123745,CB,DUKE,14,0,0,154,49.6,1,7,57,14.1,7.0,4,1,7.0,0,417,59,8,0,55.8,1,6,25,19.5,16.0,4,14.0,0,133,26,7
Olasunkonmi Agunloye,123766,DI,FIU,13,1,0,166,55.8,0,8,265,100.0,2.6,7,3,2.6,3,276,276,11,1,60.8,0,6,102,100.0,4.9,5,5.9,3,105,105,9
Jahmeer Carter,123770,DI,VIRGINIA,14,0,0,335,64.5,1,6,113,100.0,7.1,8,0,3.1,0,114,114,7,0,65.4,1,2,39,100.0,7.7,3,3.8,0,39,39,3
Dave Herard,123779,S,W KENTUCKY,13,0,0,346,63.9,1,2,7,2.0,0.0,0,1,21.4,0,346,7,3,0,69.3,1,1,3,3.0,0.0,0,33.3,0,101,3,2
Xavier McIver,123825,DI,E CAROLINA,1,0,0,156,57.3,0,1,24,100.0,0.0,0,0,6.3,1,25,25,2,0,62.4,0,1,8,100.0,0.0,0,18.8,1,9,9,2
Teagan Wilk,123843,S,E CAROLINA,13,0,0,156,62.0,1,3,12,4.1,16.7,2,2,16.7,0,369,15,4,0,73.6,0,2,3,4.9,66.7,2,33.3,0,102,5,2
Jamil Burroughs,123910,DI,MISS STATE,11,0,0,227,65.2,1,6,70,100.0,10.0,7,0,5.0,0,76,76,7,0,64.3,0,2,17,100.0,17.6,3,5.9,0,20,20,2
Jah-Marien Latham,123924,ED,ALABAMA,1,0,0,103,56.2,0,0,5,83.3,0.0,0,0,0.0,0,6,5,0,0,59.5,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jahquez Robinson,123931,S,AUBURN,12,0,0,115,58.9,0,1,1,0.5,0.0,0,3,50.0,0,204,1,1,0,58.9,0,1,1,1.3,0.0,0,50.0,0,75,1,1
Myles Slusher,123962,S,PURDUE,10,0,0,273,87.6,0,0,1,0.4,100.0,1,1,100.0,1,238,1,1,0,87.6,0,0,1,1.5,100.0,1,100.0,1,65,1,1
Eric Thomas Jr.,123966,ED,SO MISS,10,0,0,296,77.3,0,6,43,100.0,20.9,9,0,9.3,1,46,46,7,0,76.0,0,3,20,100.0,30.0,6,12.5,1,21,21,4
Jay Hardy,123987,DI,AUBURN,11,0,0,115,61.0,0,1,69,100.0,4.3,3,1,0.7,0,73,73,1,0,63.0,0,0,23,100.0,4.3,1,0.0,0,25,25,0
Romello Height,123988,ED,TEXAS TECH,14,0,0,315,92.6,11,42,330,88.4,21.8,72,0,10.8,9,396,350,62,0,91.2,6,24,118,93.6,28.0,33,15.3,3,140,131,33
Zykeivous Walker,124007,DI,AUBURN,12,0,0,115,56.8,1,3,84,100.0,3.6,3,0,2.4,0,87,87,4,0,61.6,1,3,28,100.0,7.1,2,7.1,0,29,29,4
Josaih Hayes,124065,DI,KENTUCKY,6,0,0,202,64.7,0,3,34,100.0,5.9,2,0,4.4,0,37,37,3,0,63.1,0,1,9,100.0,11.1,1,5.6,0,9,9,1
Rickey Hyatt Jr.,124066,S,OHIO,6,0,0,259,57.3,0,0,2,9.5,0.0,0,0,0.0,0,21,2,0,0,59.6,0,0,1,8.3,0.0,0,0.0,0,12,1,0
Jacobian Guillory II,124097,DI,LSU,13,0,0,211,64.2,0,9,197,100.0,8.6,17,4,2.8,1,208,208,10,0,64.6,0,6,67,100.0,14.9,10,6.0,1,71,71,7
Demon Clowney,124130,ED,S CAROLINA,6,0,0,289,59.6,1,2,23,96.0,13.0,3,1,6.5,0,25,24,3,0,57.5,1,0,2,100.0,0.0,0,25.0,0,2,2,1
Armondous Cooley,124161,DI,TULANE,14,0,0,319,54.8,0,2,143,100.0,3.5,5,1,0.7,0,153,153,2,0,57.7,0,2,50,100.0,8.0,4,2.0,0,57,57,2
Dominick Hill,124239,S,SO MISS,4,0,0,296,59.7,0,0,1,5.0,0.0,0,0,0.0,0,20,1,0,0,59.7,0,0,1,10.0,0.0,0,0.0,0,10,1,0
Dominic Bailey,124267,ED,TENNESSEE,13,0,0,307,67.3,6,16,308,99.7,8.4,26,2,5.5,6,329,328,28,0,75.1,4,10,109,99.2,13.8,15,11.0,5,120,119,19
Bryson Eason,124276,DI,TENNESSEE,13,2,0,307,64.5,4,11,268,100.0,5.6,15,3,2.8,0,288,288,15,1,60.7,2,6,87,100.0,6.9,6,4.6,0,96,96,8
Martavius French,124277,LB,COLORADO,10,0,0,143,56.6,2,2,11,8.8,18.2,2,1,27.3,1,137,12,5,0,53.8,1,2,7,17.8,14.3,1,35.7,1,45,8,4
Key Lawrence,124286,S,UCLA,12,0,1,324,55.6,0,2,4,1.4,0.0,0,1,25.0,0,362,5,2,0,58.8,0,1,1,0.9,0.0,0,50.0,0,117,1,1
William Wright,124304,CB,TENNESSEE,10,0,0,307,58.8,0,0,0,0.8,,0,3,,0,133,1,0,0,,0,0,0,0.0,,0,,0,39,0,0
Josh Moten,124332,CB,SO MISS,13,0,2,296,60.0,0,0,1,0.2,0.0,0,5,0.0,0,468,1,0,0,,0,0,0,0.0,,0,,0,142,0,0
Devin Price,124339,WR,OLE MISS,1,0,0,226,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Dallas Walker IV,124342,DI,AUBURN,12,0,0,115,57.6,0,2,102,100.0,3.9,4,0,1.0,0,109,109,2,0,59.5,0,1,25,100.0,8.0,2,2.0,0,29,29,1
Mike Wright Jr.,124366,QB,E CAROLINA,6,0,0,156,60.0,0,0,1,3.3,0.0,0,0,0.0,0,30,1,0,0,,0,0,0,0.0,,0,,0,12,0,0
Avery Helm,124379,CB,TCU,3,0,0,305,60.0,0,0,1,2.3,100.0,1,3,0.0,0,43,1,0,0,,0,0,0,0.0,,0,,0,11,0,0
Jalen Lee,124385,DI,UNLV,14,0,0,325,57.2,0,7,256,100.0,2.0,5,0,1.8,1,272,272,8,0,59.7,0,1,43,100.0,7.0,3,1.2,0,49,49,1
Mordecai McDaniel,124387,S,OKLA STATE,7,0,0,262,56.7,0,1,4,2.4,0.0,0,0,37.5,1,169,4,2,0,45.8,0,1,2,4.0,0.0,0,25.0,0,50,2,1
Jahari Rogers,124394,CB,COLO STATE,12,0,0,144,66.1,1,1,12,4.8,16.7,2,3,16.7,1,269,13,3,0,70.9,0,0,3,3.5,33.3,1,33.3,1,86,3,1
James Williams,124654,ED,FLORIDA ST,11,0,0,167,68.0,6,13,145,96.8,13.8,20,1,8.6,3,156,151,22,0,64.1,4,7,68,98.6,13.2,9,9.6,1,72,71,12
Jack Tchienchou,124782,S,TULANE,14,0,1,319,72.3,0,2,14,3.6,7.1,1,3,14.3,1,422,15,3,0,71.2,0,0,3,1.9,0.0,0,33.3,1,159,3,1
Juandarion Silas,124924,LB,KENNESAW,10,0,0,200,65.4,0,0,5,9.8,20.0,1,0,20.0,1,61,6,1,0,67.9,0,0,2,25.0,50.0,1,50.0,1,12,3,1
Michael Mack II,125273,CB,OHIO,11,0,0,259,46.3,0,1,3,1.6,0.0,0,0,16.7,0,252,4,1,0,53.7,0,0,2,2.5,0.0,0,0.0,0,79,2,0
Cole Wisniewski,125313,S,TEXAS TECH,14,1,0,315,74.7,0,0,5,1.0,0.0,0,1,20.0,1,506,5,1,0,66.3,0,0,2,1.3,0.0,0,50.0,1,159,2,1
Muheem McCargo,125333,S,BALL ST,12,0,0,117,51.8,0,4,13,6.7,7.7,1,0,15.4,0,193,13,4,0,46.7,0,1,2,5.6,0.0,0,25.0,0,36,2,1
Demerick Morris,125335,DI,TEMPLE,11,0,0,306,53.1,0,8,142,98.1,3.5,5,0,3.5,1,161,158,9,0,53.1,0,4,38,100.0,2.6,1,5.3,0,42,42,4
Yessman Green,125356,S,UTEP,6,0,0,330,58.3,0,1,1,1.1,0.0,0,0,50.0,0,90,1,1,0,58.3,0,1,1,3.7,0.0,0,50.0,0,27,1,1
Dylan Hasz,126029,S,APP STATE,10,1,0,108,76.1,0,1,12,7.3,16.7,2,1,4.2,0,165,12,1,0,67.7,0,0,1,1.7,100.0,1,0.0,0,60,1,0
Langston Patterson,126465,LB,VANDERBILT,13,0,0,333,74.7,4,8,44,21.2,20.5,9,2,13.6,0,236,50,12,0,69.7,0,4,18,27.0,27.8,5,11.1,0,74,20,4
Tyler Gant,126535,DI,NWESTERN,6,0,0,256,61.0,1,2,53,100.0,5.7,3,1,2.8,0,56,56,3,0,64.6,1,1,20,100.0,10.0,2,5.0,0,21,21,2
Michael Teason,126548,LB,TCU,3,0,0,305,66.1,0,0,2,14.3,50.0,1,0,0.0,0,14,2,0,0,64.5,0,0,1,20.0,100.0,1,0.0,0,5,1,0
Justin Weaver,126597,CB,ARMY,10,0,1,114,50.6,0,0,4,1.7,0.0,0,3,0.0,0,238,4,0,0,55.4,0,0,1,1.5,0.0,0,0.0,0,68,1,0
Donovan Rieman,126620,ED,LA TECH,13,1,0,208,58.6,1,7,220,100.0,5.5,12,0,3.6,4,233,233,12,0,60.3,0,4,47,100.0,12.8,6,10.6,3,48,48,7
Avyonne Jones,127249,S,COAST CAR,13,0,0,141,55.4,0,0,14,5.1,0.0,0,1,0.0,0,314,16,0,0,58.4,0,0,1,4.0,0.0,0,0.0,0,50,2,0
Ejike Adele,127510,ED,RICE,4,0,0,275,60.1,1,2,32,100.0,12.5,4,0,4.7,0,40,40,3,0,68.5,0,1,5,100.0,40.0,2,10.0,0,6,6,1
Devin Robinson,127648,S,TULSA,12,0,0,320,57.2,1,1,27,9.2,7.4,2,3,3.7,0,295,27,2,0,64.9,1,0,2,2.3,50.0,1,25.0,0,88,2,1
Micaiah Bivines,127852,CB,LA LAFAYET,1,0,0,207,59.2,0,1,1,5.6,0.0,0,0,50.0,0,18,1,1,0,,0,0,0,0.0,,0,,0,10,0,0
Aaron Beckwith,128074,DI,TEMPLE,8,0,0,306,62.0,0,2,59,98.5,6.8,4,0,1.7,0,67,66,2,0,60.2,0,1,17,100.0,11.8,2,2.9,0,19,19,1
Nahji Logan,128090,LB,NEVADA,4,0,0,239,67.0,1,0,4,7.3,0.0,0,0,37.5,1,55,4,2,0,59.4,0,0,1,5.3,0.0,0,0.0,0,19,1,0
Latrell Caples,128119,WR,BOISE ST,1,0,0,120,60.0,0,0,1,100.0,0.0,0,5,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Chase Wilson,128170,LB,W VIRGINIA,11,0,0,343,55.4,0,8,70,26.1,7.1,5,0,8.6,2,287,75,10,0,61.4,0,3,27,29.0,11.1,3,13.0,2,107,31,5
Riley Wilson,128218,ED,ARIZONA,11,1,0,109,61.5,5,8,187,87.6,9.1,17,0,5.1,3,226,198,16,1,66.1,3,4,65,91.8,16.9,11,8.5,2,73,67,9
Teivis Tuioti,128247,DI,S DIEGO ST,9,0,0,284,63.2,0,1,31,100.0,9.7,3,0,1.6,0,32,32,1,0,63.1,0,1,14,100.0,14.3,2,3.6,0,15,15,1
Thomas Witte,128249,DI,NEVADA,12,0,0,239,56.8,2,16,329,100.0,4.6,15,2,3.0,1,350,350,19,0,58.5,1,9,105,100.0,6.7,7,5.7,1,116,116,11
Tavian Combs,128258,S,NEW MEXICO,13,0,0,241,60.6,0,2,16,4.3,6.3,1,1,12.5,1,421,18,3,0,61.5,0,0,3,3.6,33.3,1,0.0,0,139,5,0
Waisale Muavesi,128364,DI,UNLV,14,0,0,325,61.3,0,2,96,100.0,6.3,6,0,2.1,1,104,104,3,0,58.7,0,0,34,100.0,5.9,2,2.9,1,37,37,1
Mata Hola,128383,ED,S JOSE ST,11,0,0,285,55.7,0,3,71,100.0,5.6,4,0,2.1,0,75,75,3,0,55.1,0,2,20,100.0,5.0,1,5.0,0,21,21,2
Sabastian Harsh,128416,ED,NC STATE,13,2,0,248,82.6,7,38,365,94.9,16.4,60,2,7.3,4,413,392,49,0,70.1,3,24,151,95.4,16.6,25,9.6,1,174,166,28
Oluwaseyi Omotosho,128425,ED,W VIRGINIA,3,0,0,343,66.4,0,0,6,85.7,16.7,1,0,0.0,0,7,6,0,0,59.2,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Braden Siders,128432,ED,W VIRGINIA,12,0,0,343,66.1,4,12,212,85.0,6.1,13,1,4.7,2,260,221,18,0,57.4,1,3,57,72.3,7.0,4,5.3,1,83,60,5
Mana Taimani,128436,DI,COLORADO,2,0,0,143,60.8,0,0,10,100.0,10.0,1,0,0.0,0,10,10,0,0,64.3,0,0,5,100.0,20.0,1,0.0,0,5,5,0
Michael Boudoin III,128789,LB,TEXAS ST,10,0,0,314,75.4,3,4,23,21.1,8.7,2,0,19.6,1,123,26,8,0,75.5,1,1,6,29.2,16.7,1,16.7,0,24,7,2
Mason Green,128892,ED,NWESTERN,2,0,0,256,70.9,0,1,10,100.0,20.0,2,0,15.0,1,10,10,2,0,70.3,0,1,5,100.0,40.0,2,10.0,0,5,5,1
Jayden Marable,129183,DI,MEMPHIS,12,0,0,218,62.1,0,4,114,99.2,7.0,8,0,1.8,0,122,121,4,0,61.1,0,0,21,100.0,9.5,2,0.0,0,24,24,0
Arion Carter,129186,LB,TENNESSEE,10,0,0,307,59.0,0,9,38,15.5,10.5,4,0,14.5,1,277,43,10,0,62.6,0,6,20,19.6,15.0,3,20.0,1,112,22,7
Mose Phillips III,129334,S,MISSOURI,8,0,0,229,58.2,0,0,2,2.6,0.0,0,0,0.0,0,76,2,0,0,,0,0,0,0.0,,0,,0,26,0,0
Chris Keys Jr.,129445,S,FAU,12,0,0,165,55.4,0,0,2,1.0,0.0,0,0,0.0,0,305,3,0,0,59.7,0,0,1,1.0,0.0,0,0.0,0,103,1,0
Damarjhe Lewis,129447,DI,SMU,2,0,0,287,58.8,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,59.9,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Brenden Deasfernandes,129465,CB,C MICHIGAN,13,0,0,134,59.2,0,0,1,0.3,0.0,0,3,0.0,0,376,1,0,0,,0,0,0,0.0,,0,,0,116,0,0
Ethan Hurkett,129471,ED,IOWA,13,0,0,192,71.2,3,12,293,96.5,10.9,32,0,4.9,7,318,307,22,0,72.2,2,7,138,94.8,15.9,22,8.3,7,154,146,16
Devyn King,129521,CB,HAWAII,12,0,0,180,60.0,0,0,0,0.4,,0,2,,0,282,1,0,0,,0,0,0,0.0,,0,,0,100,0,0
Nikhai Hill-Green,129582,LB,ALABAMA,15,2,0,103,57.9,1,3,41,18.7,2.4,1,0,4.9,0,230,43,4,1,58.0,0,3,19,29.7,5.3,1,7.9,0,64,19,3
Avery Dunn,129611,ED,TOLEDO,11,0,0,316,63.9,0,6,117,97.0,9.4,11,0,3.4,1,134,130,7,0,59.7,0,3,42,100.0,7.1,3,3.6,0,48,48,3
Devin Hightower,129621,LB,UAB,12,0,1,321,69.5,1,9,23,8.5,21.7,5,1,26.1,1,284,24,11,0,67.4,0,7,12,11.0,33.3,4,29.2,0,118,13,7
Jasiyah Robinson,129632,ED,E CAROLINA,13,0,0,156,71.3,3,14,206,95.6,10.2,21,0,7.5,7,229,219,24,0,58.6,2,2,49,89.3,10.2,5,8.2,2,56,50,6
Darius Snow,129635,LB,MICH STATE,12,0,0,223,66.5,0,1,10,11.8,0.0,0,0,15.0,1,85,10,2,0,,0,0,0,0.0,,0,,0,15,0,0
Lucas Finnessy,129651,ED,MINNESOTA,12,0,0,225,53.3,1,2,51,94.6,0.0,0,0,2.9,0,56,53,3,0,53.6,1,0,13,93.3,0.0,0,3.8,0,15,14,1
Gage Keys,129657,DI,KANSAS,3,0,0,198,61.7,1,0,10,100.0,0.0,0,0,5.0,0,11,11,1,0,58.8,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Jalen Logan-Redding,129661,DI,MINNESOTA,13,0,1,225,61.0,2,5,219,100.0,5.5,12,1,1.6,0,228,228,7,0,67.0,0,2,59,100.0,11.9,7,1.7,0,61,61,2
Marquis Black,129675,DI,UCONN,12,0,0,146,56.4,0,0,85,95.8,0.0,0,0,2.4,2,95,91,2,0,56.7,0,0,29,96.9,0.0,0,3.4,1,32,31,1
Jimari Butler,129679,ED,LSU,12,2,0,211,68.8,4,11,159,86.8,9.4,15,0,6.0,2,197,171,17,0,66.3,1,5,70,90.6,15.7,11,7.1,2,85,77,8
Tamon Lynum,129699,CB,PITTSBURGH,10,0,0,268,65.7,1,0,2,1.1,0.0,0,2,25.0,0,182,2,1,0,,0,0,0,0.0,,0,,0,71,0,0
Jaheem Joseph,129726,S,UNLV,14,0,0,325,68.2,1,4,25,6.1,0.0,0,1,26.0,4,413,25,9,0,63.7,0,2,6,5.6,0.0,0,33.3,1,108,6,3
Gunner Maldonado,129727,S,KANSAS ST,12,0,0,199,60.0,0,1,0,0.4,,0,1,,0,276,1,1,0,60.0,0,0,0,0.9,,0,,0,110,1,0
Nigel Williams,129739,LB,LOUISVILLE,2,0,0,210,59.5,0,1,2,18.2,0.0,0,0,25.0,0,11,2,1,0,,0,0,0,0.0,,0,,0,3,0,0
Darrion Henry-Young,129748,ED,COAST CAR,12,0,0,141,63.7,1,2,66,100.0,9.1,6,0,2.3,0,69,69,3,0,60.1,0,0,6,100.0,16.7,1,0.0,0,8,8,0
Cameron Martinez,129752,CB,BOSTON COL,4,0,0,121,55.5,1,0,3,4.4,0.0,0,2,16.7,0,68,3,1,0,56.0,0,0,2,5.3,0.0,0,0.0,0,38,2,0
Mitchell Melton,129753,ED,VIRGINIA,14,1,1,335,80.4,7,40,295,92.1,14.9,44,2,10.0,6,330,304,53,1,78.1,2,24,145,93.2,18.6,27,11.0,3,161,150,29
Cole Brevard,129766,DI,TEXAS,13,0,0,311,67.9,0,10,138,99.3,8.0,11,0,3.6,0,149,148,10,0,61.3,0,4,32,97.3,9.4,3,6.3,0,37,36,4
Zuriah Fisher,129778,ED,PENN STATE,11,1,1,266,69.9,7,22,206,94.8,15.5,32,5,7.5,1,229,217,30,1,75.1,3,17,98,93.8,24.5,24,11.2,1,112,105,21
Antonio Stevens,129833,S,KENNESAW,11,0,0,200,63.0,0,0,11,5.2,9.1,1,1,0.0,0,229,12,0,0,,0,0,0,0.0,,0,,0,51,0,0
Andrew Awe,129839,LB,RICE,13,0,0,275,72.2,2,11,37,9.1,10.8,4,0,33.8,6,449,41,19,0,77.0,0,3,26,25.2,15.4,4,28.8,6,119,30,9
Jordan Dunbar,129844,CB,MO STATE,13,0,0,230,58.9,0,0,1,0.2,0.0,0,2,0.0,0,434,1,0,0,,0,0,0,0.0,,0,,0,134,0,0
Plae Wyatt,129868,S,RICE,4,0,0,275,60.0,0,0,1,2.9,0.0,0,0,0.0,0,34,1,0,0,,0,0,0,0.0,,0,,0,5,0,0
Wesley Bailey,129871,ED,LOUISVILLE,12,0,0,210,82.2,6,29,299,96.9,18.1,54,3,8.9,9,319,309,44,0,88.3,3,16,112,95.9,28.6,32,13.8,6,123,118,25
Shawn Collins,129874,ED,APP STATE,3,0,0,108,58.7,0,1,35,100.0,8.6,3,0,1.4,0,40,40,1,0,65.2,0,1,10,100.0,30.0,3,5.0,0,13,13,1
Rene Konga,129880,DI,LOUISVILLE,12,5,0,210,85.2,2,22,313,100.0,14.7,46,2,4.5,2,327,327,26,4,91.4,2,13,119,100.0,26.1,31,8.0,2,126,126,17
Caleb Patterson,129898,ED,FIU,1,0,0,166,67.3,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,66.8,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Ben Barten,129913,DI,WISCONSIN,12,2,0,349,61.0,0,6,175,100.0,5.1,9,0,2.3,1,180,180,7,1,62.9,0,4,56,100.0,8.9,5,5.4,1,59,59,5
James Thompson Jr.,129930,DI,ILLINOIS,13,1,0,187,64.2,2,11,218,99.1,5.5,12,0,3.9,2,229,227,15,1,64.8,1,6,66,100.0,9.1,6,5.3,0,68,68,7
Aaron Witt,129937,ED,WISCONSIN,10,0,0,349,62.9,0,2,10,15.2,10.0,1,0,10.0,0,66,10,2,0,65.6,0,1,3,27.3,33.3,1,16.7,0,11,3,1
Preston Zachman,129939,S,WISCONSIN,3,0,0,349,59.5,0,0,1,1.4,0.0,0,0,0.0,0,74,1,0,0,,0,0,0,0.0,,0,,0,34,0,0
DiMarco Johnson,130299,S,AKRON,11,0,0,102,55.8,0,1,5,1.8,0.0,0,0,10.0,0,273,5,1,0,57.1,0,1,2,2.4,0.0,0,25.0,0,84,2,1
Jalen McNair,130415,S,BUFFALO,12,0,1,126,59.4,1,1,8,3.4,12.5,1,2,12.5,0,297,10,2,0,54.3,0,0,3,2.4,0.0,0,0.0,0,125,3,0
George Wolo,130424,DI,BUFFALO,12,0,0,126,64.2,0,5,179,100.0,6.7,12,0,2.0,1,188,188,6,0,66.6,0,3,61,100.0,13.1,8,2.5,0,65,65,3
Mikah Coleman,130451,ED,CINCINNATI,12,0,0,138,57.0,1,13,211,98.7,5.7,12,2,4.7,3,234,231,17,0,61.4,0,3,40,97.7,5.0,2,11.3,3,44,43,6
Luke Murphy,130498,LB,COAST CAR,11,0,0,141,54.4,1,0,37,16.9,0.0,0,1,4.1,1,231,39,2,0,51.4,0,0,11,23.9,0.0,0,0.0,0,46,11,0
CJ Brown,130541,S,SM HOUSTON,10,0,0,281,60.7,0,1,10,3.3,10.0,1,0,5.0,0,302,10,1,0,57.8,0,0,2,3.9,0.0,0,0.0,0,51,2,0
Ivan Davis,130546,ED,N ILLINOIS,5,0,0,254,56.7,0,1,21,100.0,0.0,0,0,2.4,0,22,22,1,0,59.2,0,0,9,100.0,0.0,0,0.0,0,10,10,0
Devin Lafayette,130562,S,TROY,14,1,0,318,63.0,1,5,20,4.5,10.0,2,0,20.0,1,469,21,7,0,59.7,0,0,1,0.6,0.0,0,0.0,0,157,1,0
Pierce Oppong,130570,TE,N ILLINOIS,2,0,0,254,61.8,0,0,7,100.0,0.0,0,1,0.0,0,8,8,0,0,67.6,0,0,1,100.0,0.0,0,0.0,0,2,2,0
Daveren Rayner,130573,LB,KENTUCKY,12,0,1,202,66.4,2,2,30,11.6,10.0,3,1,13.3,2,285,33,6,0,68.8,1,0,8,8.6,12.5,1,18.8,1,105,9,2
Ray Thomas,130580,DI,MISS STATE,7,0,0,227,55.2,0,0,21,100.0,0.0,0,0,4.8,1,25,25,1,0,56.8,0,0,7,100.0,0.0,0,14.3,1,7,7,1
Jaelen Crider,130616,DI,LA LAFAYET,13,0,0,207,55.5,1,4,227,99.6,1.8,4,0,2.0,2,237,236,7,0,54.9,0,2,54,100.0,1.9,1,3.7,1,57,57,3
Martez Poynter,130629,DI,TOLEDO,12,1,0,316,90.5,6,21,265,99.7,12.1,32,3,7.7,7,286,285,34,1,79.5,1,10,88,100.0,11.4,10,9.7,3,98,98,14
Kole Briehler,131078,DI,STANFORD,1,0,0,300,58.5,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,59.1,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Jaxson Campbell,131100,CB,NAVY,13,0,0,237,64.1,3,4,75,33.9,6.7,5,2,6.0,1,236,80,8,0,63.2,0,2,21,36.1,9.5,2,9.5,1,61,22,3
Braylen Jackson,131191,DI,BAYLOR,2,0,0,118,59.8,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0
Brian Booker,131222,DI,NEW MEXICO,12,1,0,241,65.5,2,8,185,98.5,5.9,11,0,4.3,3,195,192,13,0,64.6,1,5,45,97.9,8.9,4,11.1,2,48,47,8
Ashton Levells,131257,CB,FIU,9,0,2,166,58.9,0,0,1,0.5,0.0,0,5,0.0,0,205,1,0,0,,0,0,0,0.0,,0,,0,76,0,0
Treylin Payne,131350,LB,TEXAS ST,13,0,0,314,85.6,6,8,47,15.6,14.9,7,2,19.1,2,334,52,16,0,91.9,1,2,7,12.7,28.6,2,35.7,1,79,10,4
Preston Hodge,131462,CB,COLORADO,12,0,1,143,85.2,2,2,8,2.6,12.5,1,5,25.0,0,383,10,4,0,70.2,1,0,2,1.3,0.0,0,25.0,0,158,2,1
Treydan Stukes,131596,CB,ARIZONA,10,1,0,109,84.3,0,2,11,3.7,27.3,3,0,27.3,2,296,11,4,0,80.6,0,1,4,4.2,50.0,2,62.5,2,95,4,3
Dion Wilson Jr.,131600,DI,SYRACUSE,12,2,0,304,66.9,2,6,200,100.0,3.5,7,2,2.0,0,211,211,8,0,62.1,1,3,50,100.0,6.0,3,4.0,0,54,54,4
Andy Alfieri,131639,LB,OREGON ST,7,1,0,265,62.5,0,4,14,40.5,14.3,2,0,14.3,0,42,17,4,1,71.2,0,4,6,61.5,33.3,2,33.3,0,13,8,4
Stanley Saole-McKenzie,131656,DI,CAL,13,0,0,130,56.2,1,1,119,100.0,3.4,4,0,0.8,0,124,124,2,0,56.6,0,1,41,100.0,4.9,2,1.2,0,45,45,1
Devin Grant,131680,ED,W VIRGINIA,11,1,0,343,64.8,1,20,212,94.8,9.0,19,0,6.4,3,233,221,24,0,69.7,1,8,71,89.3,15.5,11,7.7,1,84,75,10
Logan Sagapolu,131721,DI,WASHINGTON,5,0,0,340,56.5,0,0,10,100.0,0.0,0,0,0.0,0,12,12,0,0,58.9,0,0,2,100.0,0.0,0,0.0,0,2,2,0
John Miller,131744,LB,UTAH ST,13,0,0,329,72.2,8,23,184,36.3,15.2,28,1,12.8,8,535,194,39,0,78.9,4,7,73,58.9,20.5,15,15.8,6,129,76,17
Omari Porter,131778,CB,RICE,13,1,1,275,89.4,0,1,3,0.8,33.3,1,7,50.0,1,385,3,2,0,,0,0,0,0.0,,0,,0,110,0,0
Choe Bryant-Strother,131789,LB,BYU,1,0,0,128,80.7,0,0,1,10.0,100.0,1,0,100.0,1,10,1,1,0,,0,0,0,0.0,,0,,0,3,0,0
JonJon Vaughns,131815,LB,UCLA,12,1,0,324,64.0,0,5,34,13.7,8.8,3,0,10.3,1,262,36,6,0,73.1,0,3,4,7.1,50.0,2,37.5,0,70,5,3
DJ Warnell,131817,LB,NEVADA,8,0,0,239,54.9,1,0,6,9.2,0.0,0,0,8.3,0,65,6,1,0,57.2,0,0,2,9.5,0.0,0,0.0,0,21,2,0
